MSE
0.416844532214
0.2883788275
0.243417259693
0.251066377441
0.254948423196
0.217207922849
0.232096289886
0.184441876054
0.194860122791
0.196982303501
0.180375900271
0.171042503373
0.186291712627
0.170313932104
0.172269691297
0.168293051406
0.170064534265
0.167068162753
0.170562596676
