MSE
0.482652413563
0.47154403639
0.482721825962
0.484642561026
0.48967881357
0.469029025557
0.464813678278
0.467770187224
0.465003840973
0.468763268031
0.46626091894
0.468224093389
0.464624539333
0.406770242508
0.407476130503
0.406985843356
0.408626931018
0.362217662604
0.366383695463
