0,0.7740708720310338
1,0.6295090714596762
2,0.5629719474731529
3,0.5135457304943721
4,0.5011258767673464
5,0.48814459980511415
6,0.44595266216197477
7,0.4520789424648993
8,0.42780645616502205
9,0.4180017133529575
10,0.4099028610206926
11,0.3935600418239741
12,0.38978640614991883
13,0.3915432839651815
14,0.3672676470766367
15,0.4000863074246617
16,0.3647721113992028
17,0.3623137310977788
18,0.34526326238295385
19,0.3590235295800114
20,0.34450473594376324
21,0.3474018145504163
22,0.33558571189681874
23,0.3342648926691803
24,0.3271707777039792
25,0.32824918162665123
26,0.3210974555409984
27,0.331996170710518
28,0.31651339697206016
29,0.3141537870598495
30,0.33460311008169596
31,0.30983458850329393
32,0.3038014314573747
33,0.3088447747418463
34,0.3047188793936873
35,0.2985513336535717
36,0.29632718568479144
37,0.29426137071161734
38,0.2902775994530332
39,0.2922623875334544
40,0.28142233775860953
41,0.3063030187288127
42,0.29257434447469305
43,0.2745791547923226
44,0.2897215208489766
45,0.27525115222692886
46,0.2816468987567264
47,0.27190992194569047
48,0.27561527294168486
49,0.2719087270531943
50,0.27553083016489543
51,0.2677352864188399
52,0.26897098228336386
53,0.27386370836796514
54,0.2624669296629672
55,0.2642801402304708
56,0.26444171827024454
57,0.2621168741535958
58,0.2558636312287697
59,0.26329047267275973
60,0.2519146964621393
61,0.2564963552030482
62,0.25483772423387213
63,0.2517562594260661
64,0.2484278921025382
65,0.24870601028410896
66,0.24611521117934576
67,0.24855884326350913
68,0.24582224924998552
69,0.2495884277096869
70,0.2400281250165048
71,0.24450091686780195
72,0.24100238308688743
73,0.23939939129161303
74,0.24264867520335362
75,0.23762653134907635
76,0.2350260331361646
77,0.234709004327716
78,0.23650290411920308
79,0.23346445644464722
80,0.23242082326938499
81,0.2314187566888652
82,0.23130783367808397
83,0.22956402420415653
84,0.22857486978496722
85,0.22809936564446875
86,0.22807241495528446
87,0.22698892877838397
88,0.2249042906510595
89,0.22486839683406598
90,0.2230854092917673
91,0.2240608331475182
92,0.22259368034128663
93,0.22228150186495121
94,0.22072731128315962
95,0.22015642395699142
96,0.21876015789808617
97,0.21868452378312095
98,0.21729135563638582
